player_ID,Player,year_ID,Age,Tm,tm_gms,Tm_Net_Rtg,Pos,G,MP,MP_pct,PER,TS_pct,ThrPAr,FTr,ORB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS40,Composite_Rating,Wins_Generated
augusse01w,Seimone Augustus,2019,35,MIN,34,3.1,G,12,156,11.5%,3.4,.342,.188,.063,1.6,2.8,15.3,1.6,0.6,15.4,22.4,-0.5,0.1,-0.4,-.104,-7.1,-0.16
shepaje01w,Jessica Shepard,2019,22,MIN,34,3.1,F,6,112,8.2%,11.2,.446,.241,.276,10.0,18.6,28.5,0.9,0.8,31.6,19.0,-0.1,0.2,0.1,.024,-2.4,0.15
coateal01w,Alaina Coates,2019,24,MIN,34,3.1,C,14,92,6.8%,16.5,.507,.000,.258,17.5,22.0,1.8,1.7,4.7,12.7,19.3,0.1,0.2,0.3,.151,+1.8,0.31
chriska02w,Karima Christmas-Kelly,2019,29,MIN,34,3.1,G-F,6,72,5.3%,6.4,.396,.611,.278,1.7,4.3,12.1,3.6,1.2,16.5,15.1,-0.1,0.1,0.0,.024,-3.3,0.06
tayloas01w,Asia Taylor,2019,27,MIN,34,3.1,G,8,65,4.8%,14.3,.507,.045,.273,7.6,13.2,17.9,0.8,1.3,16.9,20.5,0.1,0.1,0.2,.102,+0.1,0.17
tingsh01w,Shao Ting,2019,29,MIN,34,3.1,F,5,27,2.0%,-1.6,.265,.000,.300,9.2,13.7,10.9,0.0,3.2,15.0,22.1,-0.1,0.0,-0.1,-.134,-8.8,-0.05
alleyji01w,Jillian Alleyne,2019,0,MIN,34,3.1,,5,14,1.0%,16.0,.333,.000,.000,17.7,21.9,11.6,0.0,6.2,0.0,19.2,0.0,0.0,0.0,.087,+0.1,0.04
bellke01w,Kenisha Bell,2019,23,MIN,34,3.1,G,3,11,0.8%,-5.9,.000,1.000,.000,0.0,5.6,12.0,0.0,0.0,50.0,8.2,-0.1,0.0,0.0,-.162,-10.2,-0.03
carlebr01w,Bridget Carleton,2019,0,MIN,34,3.1,,4,11,0.8%,11.1,.750,1.000,.000,0.0,5.6,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,.129,+0.3,0.03
charlti01w,Tina Charles,2019,30,NYL,34,-9.2,C,33,1028,75.6%,14.8,.448,.104,.235,7.1,13.8,15.0,1.1,2.3,12.0,30.2,-0.6,0.5,-0.1,-.005,-3.1,1.02
nurseki01w,Kia Nurse,2019,23,NYL,34,-9.2,G,34,1001,73.6%,14.7,.554,.510,.368,2.1,4.8,13.5,1.3,0.3,11.8,20.8,2.3,-0.3,1.9,.078,-0.9,2.05
boydbr01w,Brittany Boyd,2019,26,NYL,34,-9.2,G,33,649,47.7%,13.0,.449,.128,.189,4.7,10.6,38.2,3.6,0.5,29.4,18.6,-0.6,0.6,0.0,.002,-3.2,0.60
wrighta01w,Tanisha Wright,2019,35,NYL,34,-9.2,G,31,613,45.1%,12.7,.512,.292,.238,3.9,8.0,32.6,2.6,1.2,28.4,14.3,0.4,0.3,0.6,.041,-2.2,0.86
zahuiam01w,Amanda Zahui B.,2019,25,NYL,34,-9.2,C,24,558,41.0%,15.8,.560,.399,.156,5.3,15.5,6.6,2.3,4.9,14.8,17.0,0.6,0.8,1.4,.098,-0.2,1.34
hartlbr01w,Bria Hartley,2019,26,NYL,34,-9.2,G,24,545,40.1%,12.9,.492,.348,.314,3.7,8.0,24.3,1.7,0.2,17.3,23.2,0.2,0.0,0.3,.019,-2.8,0.62
grayre01w,Reshanda Gray,2019,26,NYL,34,-9.2,F,34,519,38.2%,11.1,.502,.013,.413,13.5,19.3,6.0,1.6,1.1,19.2,18.5,0.1,0.4,0.5,.037,-2.6,0.63
durras01w,Asia Durr,2019,22,NYL,34,-9.2,G,18,480,35.3%,11.3,.541,.336,.145,1.2,3.4,11.3,1.0,1.2,11.5,16.6,0.5,-0.2,0.4,.030,-2.8,0.55
allenre01w,Rebecca Allen,2019,26,NYL,34,-9.2,F,24,412,30.3%,13.5,.527,.436,.103,3.3,8.4,7.4,1.5,3.6,9.4,19.1,0.5,0.2,0.6,.059,-1.6,0.70
raincna01w,Nayo Raincock-Ekunwe,2019,27,NYL,34,-9.2,F,28,367,27.0%,11.3,.572,.038,.316,12.0,11.9,5.4,1.1,0.9,19.6,13.3,0.5,0.0,0.4,.047,-2.3,0.50
johanma01w,Marine Johannes,2019,0,NYL,34,-9.2,,19,345,25.4%,14.6,.575,.600,.173,2.9,5.6,23.0,1.2,0.7,15.7,17.8,0.8,-0.1,0.7,.077,-1.0,0.70
xuha01w,Han Xu,2019,19,NYL,34,-9.2,C,18,143,10.5%,10.6,.459,.172,.034,1.6,6.0,2.5,1.1,2.3,3.3,18.6,0.0,0.0,0.0,-.006,-3.8,0.09
biasti01w,Tiffany Bias,2019,27,NYL,34,-9.2,G,12,105,7.7%,2.9,.370,.679,.250,0.0,3.3,16.1,1.4,0.0,20.5,16.3,-0.2,0.0,-0.3,-.109,-7.8,-0.14
warleav01w,Avery Warley-Talbert,2019,32,NYL,34,-9.2,C,3,35,2.6%,-4.1,.255,.000,.400,9.7,11.4,0.0,0.0,4.7,40.5,12.3,-0.2,0.0,-0.2,-.191,-11.2,-0.11
bonnede01w,DeWanna Bonner,2019,31,PHO,34,-1.4,G-F,34,1120,82.1%,20.6,.507,.379,.331,3.6,13.4,16.2,2.1,1.5,8.4,26.7,2.2,1.8,4.0,.144,+2.2,3.98
grinebr01w,Brittney Griner,2019,28,PHO,34,-1.4,C,31,1018,74.6%,26.4,.601,.006,.261,6.0,12.6,17.9,1.1,4.8,12.5,28.4,3.6,1.5,5.0,.198,+4.6,4.82
